@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
7.495, 45.3, 45.3, 0.987, 1.116, 0.7, 0.65, 479.7, 7.8, 22, 64, 0.0, 23, 40, 0.0, 69, 29, 0.0, 2, 19, 8, 0.0, 0.0, 29, 6, 1, 0.0, 5, 0.0, 0.0, 1, 35, 1, 0.0, 0.0, 0.072, 5, 53, 63.189, 71.394, 44.813, 41.616, 0.0, 5.757
6.917, 35.2, 50, 1.004, 1.142, 0.625, 0.593, 373.51, 9.3, 6, 54, 0.0, 9, 29, 0.0, 56, 19, 0.0, 0.0, 9, 10, 3, 0.0, 27, 8, 0.0, 0.0, 5, 3, 0.0, 0.0, 27, 0.0, 0.0, 5.6, 0.125, 7, 35, 54.211, 61.687, 33.767, 32.046, 0.0, 5
10.032, 46.2, 38.5, 1.024, 1.108, 0.711, 0.688, 391.23, 0.0, 16, 39, 0.0, 17, 26, 1, 41, 18, 0.0, 0.0, 15, 3, 1, 0.0, 15, 6, 1, 0.0, 0.0, 5, 0.0, 0.0, 24, 0.0, 1, 12.8, 0.122, 5, 35, 39.934, 43.21, 27.716, 26.814, 2.6, 5.046
7.178, 42.9, 46.8, 0.998, 1.123, 0.663, 0.628, 552.73, 5.2, 23, 77, 0.0, 25, 45, 0.0, 81, 33, 0.0, 0.0, 23, 10, 2, 0.0, 36, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 41, 0.0, 0.0, 5.2, 0.099, 8, 58.5, 76.854, 86.474, 51.023, 48.374, 0.0, 5.523
8.02, 46.3, 43.9, 1, 1.122, 0.699, 0.658, 328.84, 4.9, 16, 41, 0.0, 16, 26, 0.0, 44, 19, 1, 0.0, 14, 5, 0.0, 1, 18, 4, 1, 0.0, 2, 0.0, 0.0, 0.0, 23, 0.0, 2, 0.0, 0.045, 2, 34, 40.992, 46.017, 28.659, 26.995, 4.9, 5.678
7.156, 43.9, 46.3, 0.993, 1.123, 0.672, 0.634, 293.4, 7.3, 15, 41, 0.0, 16, 25, 0.0, 44, 18, 0.0, 0.0, 12, 6, 1, 0.0, 19, 4, 0.0, 0.0, 3, 1, 0.0, 0.0, 22, 0.0, 0.0, 2.4, 0.045, 2, 33.5, 40.702, 46.026, 27.563, 25.993, 0.0, 6.092
7.759, 40.3, 45.8, 1.027, 1.159, 0.632, 0.617, 558.64, 2.8, 12, 72, 0.0, 13, 42, 0.0, 75, 29, 0.0, 0.0, 13, 16, 1, 7, 33, 10, 0.0, 0.0, 2, 1, 0.0, 0.0, 39, 0.0, 7, 1.4, 0.08, 6, 49, 73.908, 83.473, 45.495, 44.45, 9.7, 7.796
7.872, 39.7, 45.2, 1.031, 1.16, 0.629, 0.619, 574.64, 2.7, 12, 73, 0.0, 13, 43, 0.0, 76, 29, 0.0, 0.0, 13, 16, 1, 7, 33, 11, 0.0, 0.0, 2, 2, 0.0, 0.0, 40, 0.0, 7, 2.7, 0.079, 6, 50, 75.236, 84.682, 45.949, 45.165, 9.6, 7.268
6.409, 31.7, 55, 1.003, 1.153, 0.596, 0.559, 384.56, 6.7, 0.0, 60, 0.0, 3, 28, 0.0, 61, 19, 0.0, 0.0, 3, 16, 3, 1, 33, 8, 0.0, 0.0, 4, 3, 0.0, 0.0, 27, 0.0, 1, 5, 0.082, 5, 31, 60.156, 69.189, 35.745, 33.515, 1.7, 4.046
8.241, 43.1, 41.4, 1.011, 1.124, 0.687, 0.661, 477.99, 8.6, 23, 58, 0.0, 24, 37, 0.0, 61, 25, 1, 0.0, 20, 5, 1, 0.0, 24, 9, 1, 0.0, 5, 3, 0.0, 0.0, 34, 0.0, 1, 5.2, 0.131, 8, 49.5, 58.651, 65.216, 39.864, 38.347, 1.7, 4.854
6.867, 40.8, 49, 0.991, 1.13, 0.655, 0.614, 336.48, 8.2, 6, 49, 0.0, 9, 27, 0.0, 51, 20, 0.0, 2, 7, 11, 1, 0.0, 24, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 25, 2, 0.0, 2, 0.078, 4, 35, 48.571, 55.355, 32.091, 30.068, 0.0, 4.708
7.211, 41.3, 48, 0.99, 1.125, 0.674, 0.626, 540.8, 8, 26, 75, 0.0, 26, 44, 0.0, 80, 31, 0.0, 0.0, 18, 13, 0.0, 0.0, 36, 8, 1, 0.0, 6, 1, 0.0, 1, 39, 0.0, 0.0, 1.3, 0.088, 7, 57, 74.269, 84.347, 50.557, 46.932, 0.0, 6.1
7.309, 44.6, 47.7, 0.991, 1.117, 0.68, 0.634, 475.07, 3.1, 18, 65, 0.0, 19, 38, 0.0, 69, 29, 1, 0.0, 19, 10, 1, 0.0, 31, 5, 1, 0.0, 2, 2, 0.0, 0.0, 34, 0.0, 1, 3.1, 0.072, 5, 48, 64.436, 72.587, 44.199, 41.202, 1.5, 6.22
7.49, 41.8, 47.3, 0.998, 1.124, 0.671, 0.63, 411.97, 5.5, 12, 55, 0.0, 14, 32, 0.0, 58, 23, 1, 0.0, 14, 9, 2, 0.0, 26, 6, 1, 0.0, 3, 2, 0.0, 0.0, 29, 0.0, 1, 3.6, 0.103, 6, 40, 54.887, 61.84, 36.921, 34.643, 1.8, 5.699
8.661, 50, 38.9, 1.007, 1.105, 0.725, 0.694, 311.78, 2.8, 17, 36, 0.0, 18, 24, 0.0, 38, 18, 1, 0.0, 17, 1, 1, 0.0, 14, 4, 1, 0.0, 1, 2, 0.0, 0.0, 22, 0.0, 1, 5.6, 0.079, 3, 33.5, 36.265, 39.768, 26.102, 24.966, 2.8, 4.569
7.745, 44.6, 44.6, 1.004, 1.117, 0.68, 0.647, 573.13, 2.7, 23, 74, 0.0, 25, 45, 0.0, 78, 33, 1, 0.0, 23, 10, 2, 0.0, 33, 8, 1, 0.0, 2, 5, 0.0, 0.0, 41, 0.0, 1, 6.8, 0.128, 10, 58.5, 74.301, 82.631, 50.324, 47.873, 1.4, 5.745
7.501, 42.6, 44.3, 1.003, 1.126, 0.668, 0.64, 457.58, 8.2, 23, 61, 0.0, 24, 37, 0.0, 64, 26, 0.0, 0.0, 20, 6, 1, 0.0, 27, 8, 0.0, 0.0, 5, 3, 0.0, 0.0, 34, 0.0, 0.0, 4.9, 0.109, 7, 49.5, 61.211, 68.687, 40.767, 39.046, 0.0, 4.959
6.946, 36.5, 49.2, 1, 1.141, 0.636, 0.602, 437.61, 11.1, 16, 63, 0.0, 17, 35, 0.0, 66, 23, 0.0, 0.0, 12, 11, 1, 0.0, 31, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 32, 0.0, 0.0, 3.2, 0.106, 7, 44, 62.97, 71.889, 40.086, 37.901, 0.0, 5.73
7.868, 38, 45.1, 1.03, 1.162, 0.627, 0.616, 558.63, 5.6, 12, 71, 0.0, 13, 42, 0.0, 74, 27, 0.0, 0.0, 11, 16, 1, 6, 32, 12, 0.0, 0.0, 4, 2, 0.0, 0.0, 39, 0.0, 6, 2.8, 0.081, 6, 49, 73.159, 82.509, 44.501, 43.771, 8.5, 6.074
8.372, 44.7, 40.4, 1.009, 1.114, 0.705, 0.673, 393.5, 6.4, 22, 47, 0.0, 24, 31, 0.0, 50, 21, 0.0, 0.0, 19, 2, 2, 0.0, 19, 7, 1, 0.0, 3, 3, 0.0, 1, 28, 0.0, 0.0, 6.4, 0.1, 5, 44, 47.433, 52.365, 33.12, 31.61, 0.0, 6.679
9.029, 44.9, 34.7, 1.041, 1.142, 0.679, 0.686, 442.43, 8.2, 22, 49, 0.0, 23, 35, 0.0, 52, 22, 0.0, 0.0, 20, 2, 1, 3, 17, 10, 0.0, 0.0, 4, 3, 0.0, 0.0, 32, 0.0, 3, 6.1, 0.077, 4, 47, 50.996, 55.962, 33.29, 33.594, 6.1, 4.523
7.712, 48.9, 42.6, 1.001, 1.124, 0.691, 0.661, 362.45, 4.3, 21, 47, 0.0, 21, 31, 0.0, 51, 23, 0.0, 0.0, 18, 5, 0.0, 2, 20, 4, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 27, 0.0, 2, 0.0, 0.039, 2, 41.5, 47.065, 52.828, 32.5, 31.077, 4.3, 6.959
7.95, 41.2, 44.1, 1.029, 1.155, 0.64, 0.628, 540.6, 2.9, 12, 68, 0.0, 14, 41, 0.0, 71, 28, 0.0, 0.0, 14, 14, 2, 6, 30, 10, 0.0, 0.0, 2, 2, 0.0, 0.0, 38, 0.0, 6, 2.9, 0.07, 5, 49, 69.956, 78.512, 43.489, 42.728, 8.8, 5.398
8.51, 39.2, 43, 1.015, 1.124, 0.688, 0.652, 672.29, 6.3, 16, 79, 0.0, 22, 50, 0.0, 84, 31, 1, 0.0, 18, 13, 6, 0.0, 34, 14, 3, 0.0, 5, 6, 0.0, 2, 45, 0.0, 1, 7.6, 0.083, 7, 64, 80.203, 88.76, 54.33, 51.499, 1.3, 5
7.921, 40.4, 43.9, 1.026, 1.152, 0.642, 0.629, 451.51, 5.3, 12, 57, 0.0, 14, 34, 0.0, 59, 23, 0.0, 0.0, 14, 9, 2, 4, 25, 9, 0.0, 0.0, 3, 2, 0.0, 0.0, 32, 0.0, 4, 3.5, 0.119, 7, 42, 58.498, 65.67, 36.574, 35.875, 7, 6.06
7.438, 40.3, 46.8, 1.013, 1.146, 0.641, 0.617, 572.71, 5.2, 16, 77, 0.0, 17, 46, 0.0, 82, 31, 0.0, 0.0, 14, 17, 1, 4, 36, 10, 0.0, 0.0, 4, 2, 0.0, 0.0, 41, 0.0, 4, 2.6, 0.098, 8, 55, 78.017, 88.244, 49.387, 47.531, 5.2, 5
6.438, 40.5, 52.4, 0.985, 1.128, 0.645, 0.596, 270.41, 4.8, 12, 42, 0.0, 12, 21, 0.0, 43, 17, 0.0, 0.0, 11, 6, 0.0, 0.0, 22, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 20, 0.0, 0.0, 2.4, 0.116, 5, 27, 41.367, 47.358, 27.08, 25.026, 0.0, 4.699
7.294, 41.8, 48.1, 0.998, 1.123, 0.663, 0.623, 576.19, 3.8, 18, 79, 0.0, 20, 45, 0.0, 83, 33, 1, 0.0, 20, 13, 2, 0.0, 38, 8, 1, 0.0, 3, 4, 0.0, 0.0, 41, 0.0, 1, 5.1, 0.108, 9, 56, 78.843, 88.75, 52.398, 49.233, 1.3, 5
7.845, 45.3, 43.8, 1.002, 1.117, 0.69, 0.654, 502.05, 4.7, 18, 64, 0.0, 20, 41, 0.0, 69, 29, 1, 0.0, 21, 8, 2, 0.0, 28, 7, 1, 0.0, 3, 3, 0.0, 0.0, 36, 0.0, 1, 4.7, 0.087, 6, 52, 64.098, 71.465, 44.137, 41.884, 1.6, 6.553
6.601, 45.5, 50, 0.978, 1.117, 0.673, 0.621, 290.44, 4.5, 16, 44, 0.0, 16, 25, 0.0, 47, 20, 0.0, 0.0, 14, 6, 0.0, 0.0, 22, 2, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 22, 0.0, 0.0, 0.0, 0.043, 2, 33, 43.04, 49.149, 29.625, 27.311, 0.0, 5.155
8.603, 35.4, 43.8, 1.022, 1.134, 0.671, 0.64, 412.94, 8.3, 11, 48, 0.0, 14, 29, 0.0, 50, 17, 1, 0.0, 9, 8, 3, 0.0, 21, 10, 2, 0.0, 4, 4, 0.0, 1, 27, 0.0, 1, 8.3, 0.1, 5, 37.5, 49.069, 54.432, 32.199, 30.701, 2.1, 4.432
9.279, 39.6, 35.4, 1.06, 1.177, 0.645, 0.664, 445.41, 10.4, 11, 48, 0.0, 13, 34, 0.0, 51, 19, 0.0, 0.0, 11, 8, 2, 6, 17, 12, 0.0, 0.0, 5, 1, 0.0, 0.0, 31, 0.0, 6, 2.1, 0.039, 2, 41.5, 50.865, 56.476, 30.961, 31.863, 12.5, 4.301
7.235, 35.5, 48.4, 1.013, 1.153, 0.624, 0.6, 448.58, 9.7, 10, 62, 0.0, 12, 35, 0.0, 65, 22, 0.0, 0.0, 8, 14, 2, 2, 30, 10, 0.0, 0.0, 6, 2, 0.0, 0.0, 32, 0.0, 2, 3.2, 0.077, 5, 42, 62.778, 71.486, 38.716, 37.173, 3.2, 4.046
7.152, 42.9, 47.1, 0.998, 1.128, 0.661, 0.626, 500.67, 5.7, 18, 70, 0.0, 20, 41, 0.0, 74, 30, 0.0, 0.0, 20, 10, 2, 1, 33, 7, 0.0, 0.0, 4, 2, 0.0, 0.0, 37, 0.0, 1, 2.9, 0.068, 5, 52, 69.829, 78.98, 46.29, 43.8, 1.4, 5.174
8.681, 41.8, 40, 1.049, 1.166, 0.639, 0.646, 477.46, 1.8, 12, 55, 0.0, 13, 35, 0.0, 57, 23, 0.0, 0.0, 13, 10, 1, 7, 22, 10, 0.0, 0.0, 1, 2, 0.0, 0.0, 33, 0.0, 7, 3.6, 0.07, 4, 42, 57.716, 64.108, 35.137, 35.509, 12.7, 5.046
6.601, 45.5, 50, 0.978, 1.117, 0.673, 0.621, 290.44, 4.5, 16, 44, 0.0, 16, 25, 0.0, 47, 20, 0.0, 0.0, 14, 6, 0.0, 0.0, 22, 2, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 22, 0.0, 0.0, 0.0, 0.043, 2, 33, 43.04, 49.149, 29.625, 27.311, 0.0, 5.018
7.374, 41.3, 46, 1.006, 1.133, 0.654, 0.626, 464.59, 6.3, 12, 63, 0.0, 15, 38, 0.0, 67, 26, 0.0, 0.0, 15, 11, 3, 1, 29, 8, 0.0, 0.0, 4, 3, 0.0, 0.0, 34, 0.0, 1, 4.8, 0.09, 6, 47, 63.389, 71.359, 41.222, 39.462, 1.6, 4.77
9.333, 39.5, 41.9, 1.02, 1.12, 0.711, 0.669, 401.34, 4.7, 12, 43, 0.0, 14, 27, 0.0, 45, 17, 2, 0.0, 12, 5, 2, 0.0, 18, 8, 3, 0.0, 2, 3, 0.0, 1, 25, 0.0, 2, 7, 0.111, 5, 35, 43.862, 48.17, 30.591, 28.771, 4.7, 5.808
8.792, 38.1, 42.9, 1.019, 1.134, 0.684, 0.652, 369.28, 9.5, 11, 42, 0.0, 12, 26, 0.0, 44, 16, 2, 0.0, 9, 7, 1, 0.0, 18, 8, 2, 0.0, 4, 2, 0.0, 0.0, 24, 0.0, 2, 4.8, 0.091, 4, 32.5, 42.778, 47.622, 28.739, 27.385, 4.8, 4.435
8.223, 41, 42.6, 1.017, 1.141, 0.673, 0.647, 501.63, 8.2, 21, 61, 0.0, 21, 39, 0.0, 65, 25, 0.0, 0.0, 15, 10, 0.0, 3, 26, 10, 1, 0.0, 5, 1, 0.0, 1, 35, 0.0, 3, 1.6, 0.092, 6, 49.5, 62.054, 69.622, 41.08, 39.48, 4.9, 5.4
7.313, 39.2, 49, 0.996, 1.132, 0.661, 0.616, 372.94, 7.8, 12, 51, 0.0, 13, 28, 0.0, 53, 20, 1, 0.0, 12, 8, 1, 0.0, 25, 6, 1, 0.0, 4, 1, 0.0, 0.0, 26, 0.0, 1, 2, 0.057, 3, 35, 50.778, 57.714, 33.711, 31.423, 2, 6
6.371, 38.3, 53.2, 0.986, 1.133, 0.635, 0.587, 299.46, 6.4, 6, 47, 0.0, 7, 25, 0.0, 50, 18, 0.0, 0.0, 7, 11, 1, 0.0, 25, 4, 0.0, 0.0, 3, 1, 0.0, 0.0, 22, 0.0, 0.0, 2.1, 0.02, 1, 29, 46.352, 53.272, 29.847, 27.574, 0.0, 4.913
7.843, 43.8, 41.7, 1.01, 1.124, 0.677, 0.655, 376.45, 8.3, 16, 48, 0.0, 19, 31, 0.0, 51, 21, 0.0, 0.0, 16, 5, 3, 0.0, 20, 7, 0.0, 0.0, 4, 3, 0.0, 0.0, 28, 0.0, 0.0, 6.3, 0.059, 3, 42, 48.458, 53.943, 32.478, 31.444, 0.0, 4.097
6.559, 41.2, 51, 0.983, 1.129, 0.655, 0.605, 334.51, 7.8, 16, 51, 0.0, 16, 28, 0.0, 54, 21, 0.0, 0.0, 12, 9, 0.0, 0.0, 26, 4, 0.0, 0.0, 4, 0.0, 0.0, 0.0, 25, 0.0, 0.0, 0.0, 0.074, 4, 36, 50.127, 57.56, 33.398, 30.88, 0.0, 4.606
7.14, 37, 50, 1.015, 1.157, 0.618, 0.592, 328.42, 4.3, 6, 46, 0.0, 6, 25, 0.0, 48, 17, 0.0, 0.0, 6, 11, 0.0, 3, 23, 6, 0.0, 0.0, 2, 1, 0.0, 0.0, 23, 0.0, 3, 2.2, 0.083, 4, 28, 46.672, 53.208, 28.415, 27.229, 6.5, 5.959
7.703, 44.6, 44.6, 0.997, 1.121, 0.692, 0.65, 500.69, 6.2, 22, 65, 0.0, 23, 41, 0.0, 70, 29, 0.0, 0.0, 20, 9, 1, 1, 29, 7, 1, 0.0, 4, 1, 0.0, 1, 36, 0.0, 1, 1.5, 0.086, 6, 53, 64.81, 72.86, 44.961, 42.219, 1.5, 7.108
6.943, 42.2, 48.9, 0.997, 1.122, 0.653, 0.615, 624.84, 2.2, 24, 90, 0.0, 24, 51, 0.0, 95, 38, 0.0, 0.0, 24, 14, 0.0, 0.0, 44, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 46, 0.0, 0.0, 6.7, 0.105, 10, 63, 89.723, 100.972, 58.728, 55.394, 0.0, 4.796
9.152, 45.2, 38.7, 1.031, 1.137, 0.694, 0.678, 283.72, 3.2, 12, 31, 0.0, 12, 20, 0.0, 32, 14, 1, 0.0, 12, 2, 0.0, 2, 12, 5, 1, 0.0, 1, 1, 0.0, 0.0, 19, 0.0, 3, 3.2, 0.125, 4, 26, 31.963, 35.238, 21.523, 21.018, 9.7, 5.081
6.947, 43.8, 47.9, 0.989, 1.122, 0.668, 0.626, 333.47, 6.3, 16, 48, 0.0, 17, 28, 0.0, 51, 21, 0.0, 0.0, 15, 6, 1, 0.0, 23, 4, 0.0, 0.0, 3, 1, 0.0, 0.0, 25, 0.0, 0.0, 2.1, 0.078, 4, 37, 47.469, 53.856, 32.086, 30.047, 0.0, 5
6.644, 41.5, 51.2, 0.989, 1.134, 0.648, 0.602, 272.4, 4.9, 11, 41, 0.0, 11, 22, 0.0, 43, 17, 0.0, 0.0, 10, 7, 0.0, 1, 21, 3, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 20, 0.0, 1, 0.0, 0.07, 3, 27.5, 40.552, 46.488, 26.563, 24.694, 2.4, 4.996
6.677, 47.4, 49.1, 0.977, 1.112, 0.683, 0.63, 380.57, 3.5, 22, 57, 0.0, 22, 33, 0.0, 61, 27, 0.0, 0.0, 20, 7, 0.0, 0.0, 28, 2, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 29, 0.0, 0.0, 0.0, 0.082, 5, 44, 55.69, 63.394, 38.91, 35.891, 0.0, 6.276
8.379, 44.7, 42.1, 1.01, 1.129, 0.701, 0.663, 318.42, 5.3, 15, 38, 0.0, 15, 25, 0.0, 41, 17, 0.0, 0.0, 12, 5, 0.0, 2, 16, 5, 1, 0.0, 2, 0.0, 0.0, 1, 22, 0.0, 2, 0.0, 0.049, 2, 32.5, 38.374, 42.918, 26.625, 25.211, 5.3, 5.824
7.421, 42.1, 47.4, 0.994, 1.125, 0.675, 0.631, 423, 7, 16, 57, 0.0, 17, 34, 0.0, 61, 24, 1, 0.0, 15, 9, 1, 0.0, 27, 6, 1, 0.0, 4, 1, 0.0, 0.0, 30, 0.0, 1, 1.8, 0.082, 5, 43, 56.661, 64.129, 38.472, 35.949, 1.8, 7.058
7.328, 43.5, 44.7, 0.993, 1.127, 0.679, 0.642, 622.85, 11.8, 34, 85, 0.0, 34, 54, 0.0, 92, 37, 0.0, 0.0, 26, 11, 0.0, 0.0, 38, 10, 0.0, 0.0, 10, 0.0, 0.0, 0.0, 47, 0.0, 0.0, 0.0, 0.076, 7, 71, 84.388, 95.796, 57.717, 54.589, 0.0, 5.041
7.083, 41.7, 46.9, 0.991, 1.131, 0.667, 0.627, 679.96, 11.5, 34, 96, 0.0, 34, 58, 0.0, 103, 40, 0.0, 0.0, 26, 14, 0.0, 0.0, 45, 11, 0.0, 0.0, 11, 0.0, 0.0, 0.0, 51, 0.0, 0.0, 0.0, 0.097, 10, 75, 95.141, 108.54, 64.006, 60.191, 0.0, 5.678
8.712, 44.1, 44.1, 1.004, 1.115, 0.714, 0.665, 296.21, 2.9, 12, 34, 0.0, 12, 20, 0.0, 35, 15, 2, 0.0, 12, 3, 0.0, 0.0, 15, 4, 2, 0.0, 1, 1, 0.0, 0.0, 19, 0.0, 2, 2.9, 0.114, 4, 26, 34.145, 37.917, 24.267, 22.606, 5.9, 5.674
7.836, 46.4, 40.6, 1, 1.121, 0.697, 0.669, 540.68, 11.6, 29, 69, 0.0, 31, 47, 0.0, 75, 32, 0.0, 0.0, 26, 6, 2, 0.0, 28, 9, 0.0, 0.0, 8, 1, 0.0, 0.0, 41, 0.0, 0.0, 1.4, 0.08, 6, 63.5, 68.978, 77.348, 48.114, 46.154, 0.0, 5.074
8.228, 44.1, 44.1, 1.01, 1.127, 0.687, 0.652, 279.76, 2.9, 12, 34, 0.0, 12, 20, 0.0, 35, 15, 1, 0.0, 12, 3, 0.0, 1, 15, 4, 1, 0.0, 1, 1, 0.0, 0.0, 19, 0.0, 2, 2.9, 0.114, 4, 26, 34.334, 38.313, 23.347, 22.161, 5.9, 5.281
6.274, 34.6, 56.8, 0.988, 1.138, 0.617, 0.563, 508.22, 3.7, 6, 81, 0.0, 7, 37, 0.0, 83, 28, 1, 0.0, 7, 21, 1, 0.0, 46, 7, 1, 0.0, 3, 3, 0.0, 0.0, 35, 0.0, 1, 3.7, 0.145, 12, 41, 80.05, 92.202, 49.989, 45.626, 1.2, 4.523
7.01, 44.7, 47.4, 0.989, 1.119, 0.673, 0.631, 266.37, 5.3, 11, 38, 0.0, 12, 22, 0.0, 40, 17, 0.0, 1, 10, 6, 0.0, 0.0, 18, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 20, 1, 0.0, 2.6, 0.075, 3, 29.5, 37.6, 42.528, 25.557, 23.972, 0.0, 5.456
7.332, 42.5, 44.8, 0.994, 1.13, 0.675, 0.639, 637.87, 12.6, 34, 87, 0.0, 34, 55, 0.0, 94, 37, 0.0, 0.0, 26, 11, 0.0, 0.0, 39, 11, 0.0, 0.0, 11, 0.0, 0.0, 0.0, 48, 0.0, 0.0, 0.0, 0.074, 7, 72, 86.49, 98.294, 58.722, 55.611, 0.0, 5.215
8.299, 44.2, 40.4, 1.006, 1.118, 0.705, 0.672, 431.56, 9.6, 21, 52, 0.0, 22, 35, 0.0, 56, 23, 0.0, 2, 15, 6, 0.0, 0.0, 21, 8, 1, 0.0, 5, 2, 0.0, 1, 31, 1, 0.0, 3.8, 0.125, 7, 47.5, 52.309, 58.152, 36.676, 34.938, 0.0, 5
7.703, 46.7, 41.3, 0.995, 1.121, 0.699, 0.666, 577.75, 12, 38, 75, 0.0, 38, 51, 0.0, 82, 35, 0.0, 0.0, 28, 7, 0.0, 0.0, 31, 9, 0.0, 0.0, 9, 0.0, 0.0, 0.0, 44, 0.0, 0.0, 0.0, 0.073, 6, 70, 74.636, 84.052, 52.427, 49.987, 0.0, 5.556
8.538, 36.5, 44.2, 1.024, 1.137, 0.666, 0.637, 443.97, 5.8, 11, 52, 0.0, 14, 31, 0.0, 54, 19, 1, 0.0, 10, 9, 3, 1, 23, 10, 2, 0.0, 3, 4, 0.0, 1, 29, 0.0, 2, 7.7, 0.13, 7, 39.5, 53.247, 59.103, 34.654, 33.116, 3.8, 4.328
9.683, 45.2, 38.7, 1.025, 1.124, 0.724, 0.692, 300.17, 3.2, 12, 31, 0.0, 12, 20, 0.0, 32, 14, 2, 0.0, 12, 2, 0.0, 1, 12, 5, 2, 0.0, 1, 1, 0.0, 0.0, 19, 0.0, 3, 3.2, 0.125, 4, 26, 31.774, 34.842, 22.443, 21.462, 9.7, 5.91
6.686, 44.1, 50, 0.985, 1.119, 0.663, 0.616, 227.33, 2.9, 11, 34, 0.0, 11, 19, 0.0, 36, 15, 0.0, 0.0, 10, 5, 0.0, 0.0, 17, 2, 0.0, 0.0, 1, 1, 0.0, 0.0, 17, 0.0, 0.0, 2.9, 0.083, 3, 24.5, 33.498, 38.029, 22.551, 20.951, 0.0, 4.804
7.395, 38.6, 47.1, 1.016, 1.141, 0.634, 0.612, 517.63, 4.3, 12, 70, 0.0, 15, 39, 0.0, 72, 27, 0.0, 0.0, 15, 12, 3, 2, 33, 10, 0.0, 0.0, 3, 5, 0.0, 0.0, 37, 0.0, 2, 7.1, 0.153, 11, 48, 71.105, 79.865, 44.347, 42.834, 2.9, 4.119
11.305, 46.7, 26.7, 1.056, 1.113, 0.753, 0.755, 169.57, 6.7, 10, 15, 0.0, 10, 12, 0.0, 16, 7, 1, 0.0, 7, 0.0, 0.0, 0.0, 4, 4, 1, 0.0, 1, 2, 0.0, 0.0, 11, 0.0, 1, 13.3, 0.0, 0.0, 17, 15.847, 16.692, 11.295, 11.332, 6.7, 5
7.524, 45.8, 43.1, 0.995, 1.121, 0.689, 0.655, 541.71, 9.7, 29, 72, 0.0, 30, 47, 0.0, 78, 33, 0.0, 0.0, 25, 8, 1, 0.0, 31, 8, 0.0, 0.0, 7, 1, 0.0, 0.0, 41, 0.0, 0.0, 1.4, 0.077, 6, 62.5, 71.643, 80.68, 49.631, 47.186, 0.0, 5.602
7.543, 42.6, 46.8, 0.995, 1.117, 0.685, 0.637, 354.51, 4.3, 16, 47, 0.0, 16, 28, 0.0, 50, 20, 0.0, 0.0, 13, 7, 0.0, 0.0, 22, 5, 1, 0.0, 2, 2, 0.0, 1, 25, 0.0, 0.0, 4.3, 0.1, 5, 36, 46.771, 52.487, 32.182, 29.928, 0.0, 5.523
6.62, 42.4, 50.8, 0.987, 1.123, 0.654, 0.608, 390.57, 3.4, 12, 59, 0.0, 13, 33, 0.0, 63, 25, 0.0, 0.0, 13, 12, 1, 0.0, 30, 4, 0.0, 0.0, 2, 2, 0.0, 0.0, 29, 0.0, 0.0, 3.4, 0.048, 3, 40, 58.229, 66.228, 38.58, 35.848, 0.0, 4.959
7.699, 45.9, 41.9, 1, 1.12, 0.69, 0.661, 569.72, 9.5, 29, 74, 0.0, 31, 49, 0.0, 80, 34, 0.0, 0.0, 27, 7, 2, 0.0, 31, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 43, 0.0, 0.0, 2.7, 0.088, 7, 65.5, 73.97, 82.889, 51.086, 48.901, 0.0, 5.914
7.836, 46.4, 40.6, 1, 1.121, 0.697, 0.669, 540.68, 11.6, 29, 69, 0.0, 31, 47, 0.0, 75, 32, 0.0, 0.0, 26, 6, 2, 0.0, 28, 9, 0.0, 0.0, 8, 1, 0.0, 0.0, 41, 0.0, 0.0, 1.4, 0.08, 6, 63.5, 68.978, 77.348, 48.114, 46.154, 0.0, 5
